name,gender
Avy Kaufman,f
Peter Baynham,m
Gustavo Ferrada,m
Kathryn Himoff,f
Tyler Perry,m
Paul W.S. Anderson,m
Phil Tippett,m
Victor J. Kemper,m
Shawn Williamson,m
Craig McKay,m
Scott Kroopf,m
Mark J. Mullins,m
Peter Abrams,m
David Roessell,m
Adam McKay,m
Johanna Ray,f
Lilly Wachowski,f
Robert F. Phillips,m
Stanley Weiser,m
Judit Maull,f
Chad Randall,m
Robert B. Lee,m
Mark Steven Johnson,m
Jon Price,m
Rogier Stoffers,m
Robert Rodriguez,m
Anna Pinnock,f
Alexander Korda,m
I. A. L. Diamond,m
Paula Wagner,f
Jody Lee Lipes,m
Ian Ryder Smith,m
Nicolas Winding Refn,m
Yves Cape,m
Mary Vernieu,f
Ezra Swerdlow,m
Valerio Mastandrea,m
Sarah Knowles,f
John Lasseter,m
Mary Richards,f
Simon Channing Williams,m
Tricia Wood,f
Rachel Talalay,f
Jake Kasdan,m
Céline Sciamma,f
Justin Nappi,m
Benjamin Melniker,m
Alfonso Cuarón,m
Michael Tronick,m
Lynda Gordon,f
Mali Finn,f
Christopher Doyle,m
Andy Cheng,m
Max Richter,m
Edward A. Warschilka,m
David Cronenberg,m
Niels Arden Oplev,m
Aude Bronson-Howard,f
Pete Docter,m
Andrew Fleming,m
Michael Kahn,m
Russell Barnes,m
John Coquillon,m
Paul Brett,m
John Whitesell,m
Heike Brandstatter,f
Joe Bini,m
Terry Gilliam,m
Sidney Hickox,m
Walter Hill,m
John Frankenheimer,m
Steve Danyluk,m
Glenn S. Gainor,m
Lauren Zuckerman,f
Paul Young,m
Brendan McCarthy,m
Matthias Schweighöfer,m
Kelly Asbury,m
Richard Curtis,m
Cassandra Kulukundis,f
Alain Figlarz,m
Roland Totheroh,m
Julian Doyle,m
Mark Isham,m
Todd Alcott,m
Tara Timpone,f
Rob Bottin,m
Jeff Franklin,m
Elliot Goldenthal,m
Risa Bramon Garcia,f
Robert Greenhut,m
Louis DiGiaimo,m
David Higgins,m
Stephen Altman,m
Damien Chazelle,m
Toshio Masuda,m
Ben Smithard,m
Roger Barton,m
David Loughery,m
Brian Tyler,m
Alain Chabat,m
Louise Stjernsward,f
Kirk Baxter,m
Alan Silvestri,m
Duncan Henderson,m
Peter Farrelly,m
Jonathan Cavendish,m
Oliver Parker,m
John Logan,m
Norman Garwood,m
Bill Conti,m
Morgan J. Freeman,m
Art Jones,m
Mark Roybal,m
Greg Tiernan,m
Barry W. Blaustein,m
Dan Hennah,m
Bill Conti,m
Michael Jacobs,m
Carl Reiner,m
Peter Buchman,m
Elie Samaha,m
Tom Rosenberg,m
John Rice,m
Ruth E. Carter,f
Paul Curtis,m
Lawrence A. Maddox,m
Ken Adam,m
Steve Gainer,m
Shane Carruth,m
Skip Williamson,m
Federico Moccia,m
George Boemler,m
Darren Aronofsky,m
Jay Stern,m
Richard H. Kline,m
Jeffrey Beecroft,m
Ron J. Friedman,m
Peter Teschner,m
Warren Beatty,m
Richard Perello,m
Michael Ford,m
Andrew Weisblum,m
Catherine Stroud,f
Adam Merims,m
Andreas Prochaska,m
Kent Alterman,m
Ron Yerxa,m
Jacqueline Cambas,f
Anthony Redman,m
John M. Dwyer,m
Marc Turtletaub,m
David Worth,m
David Moreau,m
Barbara Muschietti,f
Tom Jankiewicz,m
Marc Moss,m
Gilles Waterkeyn,m
Chong Kwok-Wing,m
Trish Keating,f
Merrill Pye,m
Dennis Lehane,m
Alan Oxman,m
Peter Schink,m
Jerry Goldsmith,m
John Thomas,m
Lisa Bruce,f
Rob Zombie,m
Ira Sachs,m
Tim Burton,m
Ryan Kavanaugh,m
Jim Seibel,m
Peter Menzies Jr.,m
Andrew Laws,m
Tom Yoda,m
Joseph Middleton,m
Ang Lee,m
Pieter Jan Brugge,m
Harry Gregson-Williams,m
Carla Shelley,f
Anatole Dauman,m
Anthony Tremblay,m
Dean Cundey,m
Rachel Portman,f
Jeffrey Ford,m
Andrew Rowlands,m
Jason Constantine,m
Priscilla Nedd-Friendly,f
Lou Lombardo,m
Paul Webster,m
Steven Knight,m
Steven Soderbergh,m
Craig Pearce,m
Jack Rapke,m
Michael Bay,m
Roy E. Peterson,m
Todd Black,m
Allison Cowitt,f
Takashi Watabe,m
Madeline Fontaine,f
Joe Hisaishi,m
Peter Zeitlinger,m
Martin Todsharow,m
J. F. Lawton,m
Suzy Benzinger,f
Jim Kouf,m
Peter Young,m
Tracy Adams,m
Farhan Akhtar,m
Akira Toriyama,m
Robert L. Wolfe,m
Bart Rosenblatt,m
Deborah K. Larsen,f
Kelly Oxford,m
Michael Greenspan,m
Bill Conti,m
Charles Mills,m
Martin Scorsese,m
Mark Damon,m
Alexander Motlagh,m
Andrew Max Cahn,m
Timo Linnasalo,m
Peter M. Tobyansen,m
Sergio Leone,m
Peter Jackson,m
Patrice Vermette,m
Xavier Grobet,m
Mansoor Khan,m
Vincent Newman,m
Patrick McCormick,m
Robin Standefer,f
Antoinette Boulat,f
Max Douy,m
Ridley Scott,m
Richard A. Harris,m
Richard Holland,m
Jonathan Dana,m
Bernd Eichinger,m
Alfred Hitchcock,m
David N. Weiss,m
Carl Laemmle Jr.,m
Deborah Newhall,f
Mike Carey,m
Frank Nissen,m
Clifford Werber,m
David Moritz,m
Philippe Carcassonne,m
Edward Scaife,m
Jake Roberts,m
Anne V. Coates,f
Roxanne Methot,f
Ron Fortunato,m
Ingmar Bergman,m
Suzanne Schiffman,f
Ben Sharpsteen,m
Gordon Wilding,m
John Herzfeld,m
Bill Murray,m
John Moore,m
Jack B. Sowards,m
Dennis Virkler,m
Nenad Pečur,m
Tom Hanks,m
Hal Needham,m
Vittorio De Sica,m
Charles H. Joffe,m
Marci Liroff,f
Billy Hopkins,m
Nathan Kahane,m
Michael De Luca,m
Mark Canton,m
Tim Bevan,m
Ed Shearmur,m
Roger King,m
Paul Mullen,m
Gale Anne Hurd,f
Steven Brill,m
Barbara Broccoli,f
Lauri Gaffin,f
Martin Whist,m
Terrence Malick,m
Jason Newmark,m
Jean-Baptiste Dupont,m
Louis D'Esposito,m
Albert R. Broccoli,m
Jerry Bruckheimer,m
Sharon Maguire,f
Elizabeth Destro,f
Barnaby Thompson,m
Jon Poll,m
Pier Paolo Pasolini,m
Nicolas Winding Refn,m
Trevor Rabin,m
Marc Shaiman,m
Jonathan Tzachor,m
Spike Jonze,m
Jennifer Roth,f
Andrew Rona,m
Johnetta Boone,f
Oswald Morris,m
Pierre Boileau,m
Mel Berns,m
Jacob Gentry,m
Harris Savides,m
Jean-Pierre Melville,m
Donald J. Malouf,m
Eraldo Da Roma,m
Barry Josephson,m
Robert Halmi Sr.,m
Eyde Belasco,f
Louis C.K.,m
Lennie Niehaus,m
Stephen King,m
Leonard J. South,m
Robert R. Benton,m
John D. Schofield,m
Kim Jee-woon,m
Camille Friend,f
Luc Besson,m
Anna Mastro,f
Maureen Webb,f
Matthew Barry,m
Dariusz Wolski,m
Bruce Berman,m
Joe Wizan,m
Mike Bigelow,m
Brendan Galvin,m
Rolfe Kent,m
William Chartoff,m
Pamela Abdy,f
Harold Ramis,m
Bill Johnson,m
Takeshi Seyama,m
Thérèse DePrez,f
Richard Rutowski,m
Steve Coogan,m
Jay Lee,m
Christian Niculescu,m
Ryan Fleck,m
Bob Weinstein,m
Maryann Brandon,f
Hayao Miyazaki,m
Pablo Larraín,m
Robert Stevenson,m
Paula Weinstein,f
Rosemary Brandenburg,f
William Perlberg,m
Spencer Susser,m
Celine Rattray,f
Newton Thomas Sigel,m
Albert S. Ruddy,m
Dale Launer,m
Alan Silvestri,m
Lee Gilmore,m
Andrew Marcus,m
Chad Villella,m
David S. Goyer,m
Clive Barker,m
Mark Gill,m
Marci Liroff,f
Furio Scarpelli,m
Lyle R. Wheeler,m
John Herzfeld,m
George Zakk,m
Catherine Winder,f
Andrew Traucki,m
Patrick Doyle,m
Demian Lichtenstein,m
Enrique López Lavigne,m
Dariusz Wolski,m
Boris Leven,m
Matt Greenberg,m
Thomas Carter,m
Steve Kloves,m
Owen Paterson,m
Terence Marsh,m
David Kajganich,m
Tessa Ross,f
Richard Brener,m
Mary Kane,f
Terry Stacey,m
Moritz Borman,m
Arnon Milchan,m
Matthew Weiner,m
Les Clark,m
Neal H. Moritz,m
Tricia Wood,f
Alejandro Amenábar,m
David Rosenbloom,m
Scott Marshall Smith,m
Ray Simm,m
Victor Young,m
J.J. Makaro,m
Alan Burnett,m
Cathy Konrad,f
Gary Barber,m
"Étienne Chatiliez",m
Robert Teitel,m
Jonathan Glickman,m
Sue Blainey,f
Lee Haxall,f
Trudy Ramirez,f
Larry Forrester,m
Christopher Brown,m
Ryan Kavanaugh,m
Darius Khondji,m
Elaine Grainger,f
Denise Pizzini,f
Tom Stern,m
Max Handelman,m
George Gershwin,m
Matthew F. Leonetti,m
Panna Rittikrai,m
Lauren Fitzsimmons,f
Angelika Götz,f
John Halas,m
Wolfgang Reitherman,m
Neil Canton,m
Arnon Milchan,m
Dante Spinotti,m
Gary Frutkoff,m
Janusz Kamiński,m
Suzy Elmiger,f
Mario Garbuglia,m
Jay Oliva,m
Heather Persons,f
William Friedkin,m
Jonah Markowitz,m
Fred Berner,m
Stuart Aikins,m
Jeremy Conway,m
Barry Morrow,m
Brian Oliver,m
Harvey Weinstein,m
Anton Corbijn,m
Joe Barton,m
Suzette Sheets,f
Andy Tennant,m
Faye Ward,f
Sanja Milkovic Hays,f
Marcy Carriker,f
Michael Showalter,m
Bruce Berman,m
David Cronenberg,m
Jenny Lewis,f
Diane Durant,f
Robert Presley,m
Graeme Revell,m
Alan E. Muraoka,m
Mickie Paskal,f
Mary Vernieu,f
Ric Kidney,m
Orson Welles,m
Jonathan Shestack,m
Sergio Leone,m
Thomas Carter,m
Nick Glennie-Smith,m
Xavier Dolan,m
Monique Prudhomme,f
Ice Cube,m
Brad Peyton,m
Matt DeRoss,m
Tom Dey,m
Barry Ackroyd,m
Bob Yari,m
Bruce Campbell,m
Tab Murphy,m
Sean Bobbitt,m
Peter Farrelly,m
Abigail Murray,f
John Toll,m
Bruno Coulais,m
Adam Haight,m
Sean Anders,m
Patricia Rozema,f
Norman Priggen,m
James Basevi,m
Andrew Neskoromny,m
Mark Tarlov,m
Angela Bettis,f
Theodore Shapiro,m
David Levy,m
Adam Brooks,m
Joseph M. Caracciolo,m
George Bowers,m
Mick Audsley,m
Ron Nyswaner,m
Jake Johnson,m
Molly Conners,f
Neil Travis,m
Claude Miller,m
Deborah Schindler,f
Jeff Filgo,m
Tibor Takács,m
Mathieu Kassovitz,m
Jeffrey M. Werner,m
Mary Vernieu,f
Stuart Gillard,m
Olivier Megaton,m
Pier Paolo Pasolini,m
George Bassman,m
Vittorio Storaro,m
Anthony B. Richmond,m
Christopher Young,m
Diane H. Newman,f
Jay Roach,m
John Schultz,m
Pino Donaggio,m
David Kitay,m
David Bergstein,m
Beau Flynn,m
Tony Leech,m
Dan Bishop,m
William H. Ziegler,m
Herbert Coleman,m
Werner Herzog,m
Lee R. Mayes,m
Gregory Nicotero,m
Rob Minkoff,m
Bradford Johnson,m
Arthur Ibbetson,m
Ken Shadie,m
Norma Heyman,f
Tom Karnowski,m
Ray Angelic,m
Hugo Friedhofer,m
James Wan,m
Carolyn Marks Blackwood,f
Zack Snyder,m
Vernon L. Walker,m
Tyler Patton,m
Bernie Pollack,m
Donald McAlpine,m
Angelo Badalamenti,m
Hughes Winborne,m
Bill Abbott,m
Edoardo Leo,m
David Lawrence,m
Carl Schultz,m
Robbie Robertson,m
Christian Colson,m
Carole Brown-James,f
Michael Trent,m
Bernard Herrmann,m
Masamune Shirow,m
Kathryn Peters,f
Martin Todsharow,m
Charlie Clouser,m
Peter A. Marshall,m
Harvey Weinstein,m
Christopher Young,m
Xavier Grobet,m
Alexandre Desplat,m
Judith Holstra,f
Danny DeVito,m
Tim Orr,m
Russell Icke,m
Robert Ward,m
Norm Li,m
Kelli Konop,f
William Makepeace Thackeray,m
Bill Pankow,m
Chris Columbus,m
Andrew Dunn,m
Franco-Giacomo Carbone,m
Andrew J. Cohen,m
Blake Edwards,m
Lee Percy,m
Dennis Albrethsen,m
Justin Haythe,m
Alain Sarde,m
Mike Mendez,m
Lalo Schifrin,m
Pam Brady,f
Lee Daniels,m
Greg Gardiner,m
Alice S. Lin,f
Michael Peyser,m
Ben Stassen,m
Vincent Patrick,m
Bruno Rubeo,m
Paul Sabella,m
Tom Curtis,m
Gregory Hoblit,m
Jim Thomas,m
Milo Addica,m
Emily Schweber,f
Michael Gottlieb,m
Tricia Wood,f
Lynn Harris,f
Charles McKeown,m
Theoni V. Aldredge,f
Nat Faxon,m
John Carpenter,m
Joel Silver,m
Dennis Dugan,m
John Hyams,m
Robert Kulzer,m
Paul Hogan,m
Amy Westcott,f
Ashok Amritraj,m
Marion Dougherty,f
Sherry Whitfield,f
John Muto,m
Jerry Grandey,m
Shaun Grant,m
Eugene Levy,m
Peck Prior,m
John Dondertman,m
Tom Rolf,m
Clint Mansell,m
Robert Bernacchi,m
Cary Fukunaga,m
Barbara McLean,f
Jeremy Thomas,m
Mary Sweeney,f
Sabrina Plisco,f
David Crank,m
Lewis Teague,m
Tom Southwell,m
Laurence Dworet,m
Dalton Trumbo,m
Laurel Van Dyke,m
Alan Baumgarten,m
John H. Lee,m
Caroline Levy,f
Menahem Golan,m
Marlene Stewart,f
Katie Money,f
Nigel Sinclair,m
Paul Wernick,m
Fran Walsh,f
Barry Robison,m
David Arnold,m
Bette Midler,f
Yûharu Atsuta,m
Robert Hein,m
Coreen Mayrs,f
Harold Ramis,m
Jerry Ross,m
David R. Beecroft,m
Virginia Katz,f
Jason Clark,m
Don Davis,m
Robert Pearson,m
Enrique Estévez,m
Stephen Mirrione,m
Donna Isaacson,f
Arnon Milchan,m
Marco Beltrami,m
Stanley Clarke,m
Dennis Lehane,m
Nathalie Cheron,m
Robert Chartoff,m
John Lasseter,m
John Davis,m
John Bloomfield,m
Whit Stillman,m
Barry Chusid,m
Kevin Eastman,m
Larry Fessenden,m
Peyton Reed,m
Johnny Knoxville,m
Dax Shepard,m
Jane Goldman,f
Norman Jewison,m
Anthony Hardwick,m
Stewart Copeland,m
Akira Toriyama,m
Mari-An Ceo,f
Jennifer Flackett,f
Gareth Edwards,m
Guillermo del Toro,m
Brad Peyton,m
Dan Laustsen,m
Ed Decter,m
Bob Peterson,m
John Hughes,m
Stephen King,m
Charles Shyer,m
Carl Sprague,m
Barbara De Fina,f
Barnaby Thompson,m
Emmanuel Lubezki,m
John Baldecchi,m
Trevor Rabin,m
Arthur Schmidt,m
Takeshi Kitano,m
Noah Baumbach,m
Delmer Daves,m
Miléna Poylo,f
Yasuyoshi Tokuma,m
Arnold Rifkin,m
Nancy Nayor,f
Tim Suhrstedt,m
Tomas Radoor,m
Niv Fichman,m
Deborah Aquila,f
Pete Docter,m
Phil Tippett,m
Tom Perrotta,m
Lawrence Bender,m
Judd Apatow,m
Edith Head,f
Dominika Posserén,f
Jackie Chan,m
Marcus Dunstan,m
Michael I. Rachmil,m
Robert Gould,m
Tim Bevan,m
Leslie Urdang,f
John Logan,m
M. Night Shyamalan,m
John Schultz,m
Dean Devlin,m
Stuart Craig,m
Joseph Kaufmann,m
Adam McKay,m
Marie-Ange Ripka,f
Geoff Ramsey,m
Brian Avery,m
Gary Levinsohn,m
Kym Barrett,f
Jeffrey Chernov,m
Alan Silvestri,m
Frédéric Brillion,m
Bobbie Read,f
Cate Hardman,f
M. Night Shyamalan,m
Stephanie Carroll,f
"Laura Marolakos ",f
Nathan Kahane,m
Ed Shearmur,m
Sharmishta Roy,f
David S. Goyer,m
John Gatins,m
Peter Davies,m
Ronna Kress,f
Alberto Iglesias,m
Michael Beugg,m
Darrin Navarro,m
Timur Bekmambetov,m
Steve Saklad,m
Jean Doumanian,f
Brendan Steacy,m
Nathan Furst,m
Linda Reisman,f
Wes Craven,m
John Dunn,m
Ingmar Bergman,m
Larry Gross,m
Craig Herring,m
Hugh A. Robertson,m
Terence Davies,m
William Steinkamp,m
John Hughes,m
Mathieu Amalric,m
Amanda Mackey,f
Eric Judor,m
Michael Haneke,m
Björn Stein,m
Ray Lovejoy,m
Henry Braham,m
Michael W. Hoffman,m
David Hand,m
Gunnar Fischer,m
Edward Bernds,m
Martin Wiley,m
Aaron Harvey,m
Billy Ray,m
Antoine Fuqua,m
Lynda Myles,f
George Clooney,m
Warren Low,m
Alan Hook,m
Monty Westmore,m
Andreas Prochaska,m
Robert Kurtzman,m
Gus Van Sant,m
Irv Spector,m
Philip LaZebnik,m
Emma Thompson,f
Edward Woehler,m
Bryan Singer,m
Edward Neumeier,m
Janet Hirshenson,f
Don Carmody,m
Mark Mothersbaugh,m
Sofia Coppola,f
Peter Weir,m
John Linson,m
Brian Reilly,m
Robin O'Hara,f
Neal Israel,m
Steve Edwards,m
Thomas Saccio,m
Marc Boyman,m
J.J. Makaro,m
Matt Corman,m
Jonathan Hensleigh,m
Betty Thomas,f
Allison Jones,f
Hideo Oguni,m
Walt Lloyd,m
Gordon Carroll,m
Gore Verbinski,m
Brett Ratner,m
J. Miles Dale,m
Peter Morgan,m
Cathy Sandrich,f
Jack Baur,m
Danny Elfman,m
Reginald H. Morris,m
Michael Katz,m
Sarah Finn,f
Max Joseph,m
Terry Stacey,m
Andrea Matheson,f
Nick Phillips,m
Tokushô Kikumura,m
Christopher Jenkins,m
Robert Dorfmann,m
Dominika Posserén,f
Philippe Rombi,m
Kevin Loader,m
David Sproxton,m
Raoul Walsh,m
Anna Waterhouse,f
Gina Prince-Bythewood,f
Lauren Shuler Donner,f
Vince McMahon,m
Marco Beltrami,m
Luc Besson,m
Fernando Bovaira,m
Lech Majewski,m
Phil Tippett,m
Dan Leigh,m
Spike Lee,m
Martin Malivoire,m
Michael Berenbaum,m
Bert Schneider,m
Scott Wheeler,m
Ray Lovejoy,m
Marianne Stanicheva,f
John Scott,m
Janet Hirshenson,f
Satoshi Kon,m
Kevin Stitt,m
Daniel Sackheim,m
Barry Ackroyd,m
Eric McLeod,m
Roberto Orci,m
Lü Yue,m
Perc Westmore,m
Stan Lee,m
Terence Blanchard,m
Norman Reynolds,m
Theodor Pištěk,m
Gideon Ponte,m
Judy Rhee,f
Mark Goldblatt,m
William James Teegarden,m
Roy Lee,m
Nick Love,m
Michel Gondry,m
Denise Di Novi,f
James H. Anderson,m
Michael LeSieur,m
Glen Murakami,m
Douglas Aibel,m
Andrew Adamson,m
Patrick Read Johnson,m
Lana Wachowski,f
Erik Feig,m
Wes Craven,m
Michael Ford,m
Eric Viellerobe,m
Dean Semler,m
Marie-Sophie Dubus,f
Lucas Foster,m
Anna Pinnock,f
Peter Hyams,m
Don Burgess,m
Moustapha Akkad,m
Peter Farrelly,m
William Hjortsberg,m
Pierre Grunstein,m
Saunder Jurriaans,m
William Broyles Jr.,m
Leonardo Pieraccioni,m
Ian Shorr,m
Taylor Sheridan,m
Buster Keaton,m
Sydney Pollack,m
Mary Vernieu,f
Jeff Most,m
Danny Elfman,m
Steven Spielberg,m
Glen Scantlebury,m
Ronald D. Moore,m
Stephen Vincent,m
Bruce Broughton,m
Mark Irwin,m
Deborah Aquila,f
Deborah Hopper,f
Scott Adkins,m
John Box,m
Alan Jay Lerner,m
John Mathieson,m
Jan Kiesser,m
Justin Benson,m
Peter Hollywood,m
John Katzenbach,m
Mark Damon,m
Jeffrey Hornaday,m
Ram Bergman,m
William A. Wellman,m
Norma Koch,f
Sacha Vierny,m
Terry Hayes,m
A. Edward Sutherland,m
Brenda Magalas,f
Robert Luketic,m
Edward Bonutto,m
Adam Siegel,m
Karin Silvestri,f
John Vallone,m
Michele Lupo,f
Peter Teschner,m
Helen Hunt,f
Sergio G. Sánchez,m
Ethan Coen,m
Mark Tarlov,m
Martin Walsh,m
Leonard Nimoy,m
Helen Jarvis,f
Herbie Hancock,m
Tobe Hooper,m
Mathieu Vadepied,m
Andrew Haigh,m
Roger Birnbaum,m
James G. Robinson,m
David V. Lester,m
Woody Allen,m
Akira Kurosawa,m
Tommy Dorsey,m
Steno,m
Clark Mathis,m
Mark Mancina,m
Dan Leigh,m
David Chapman,m
Jonathan Sela,m
Erich Kästner,m
David Hoberman,m
Michael Bay,m
Ted Hope,m
Mark Warner,m
Phillip Barker,m
Amanda Mackey,f
Peter Fonda,m
Michel Gondry,m
Bill Pohlad,m
Margery Simkin,f
Takashi Shimizu,m
Bo Zenga,m
Tim Bevan,m
Kevin Feige,m
Sheldon Lettich,m
Suzette Sheets,f
Howard Cummings,m
Tony Scott,m
Chris Cornwell,m
Paul Buckmaster,m
Dario Piana,m
Jack Green,m
Kara Lipson,f
Kim Ki-duk,m
Steven Zaillian,m
Ang Lee,m
Luc Besson,m
Andrew van den Houten,m
Thomas E. Sanders,m
Jonny Greenwood,m
Liz Franke,f
Karl Walter Lindenlaub,m
Adam F. Goldberg,m
Scott Cooper,m
Orson Welles,m
Beatriz De Benedetto,f
Bob Weinstein,m
William S. Beasley,m
Kathleen Chopin,f
James D. Stern,m
Paul Hirsch,m
Lauren Oliver,f
Sophie Barthes,f
Heike Brandstatter,f
Wayne Wahrman,m
Howard Baldwin,m
Peter Chernin,m
Bob Murawski,m
Robert Hughes,m
Jeanne McCarthy,f
Claudie Ossard,f
Peter Macgregor-Scott,m
Jessica Wu,f
O. Nicholas Brown,m
Alan Silvestri,m
Stephen Garrett,m
Ryan Folsey,m
Richard Matheson,m
Ron Satloff,m
Kristen Buckley,f
J. Dennis Washington,m
Michael Hoffman,m
Karl Baumgartner,m
Donald Peterman,m
Bonnie Timmermann,f
Charles William Breen,m
Arthur Schmidt,m
Tom Clancy,m
Henry Mancini,m
Marcus Trumpp,m
Pascal Bourdiaux,m
John Hughes,m
Jon Favreau,m
Billy Hopkins,m
Terri Taylor,f
Bradley Thomas,m
Stephen Tenenbaum,m
Lauren Shuler Donner,f
Peter Chung,m
Ingmar Bergman,m
David Siegel,m
Glen MacPherson,m
John Seale,m
Renny Harlin,m
Lisa Zeno Churgin,f
Mark Canton,m
Bruce Surtees,m
Andrew Morgan Smith,m
Julio Fernández,m
Anna B. Sheppard,f
Pat Proft,m
Paul Eads,m
Ross Duffer,m
Mark Boal,m
Julio Macat,m
James G. Robinson,m
Tim Bevan,m
Tony Fanning,m
Fabrizio Lucci,m
Marcia Shulman,f
Mary Vernieu,f
Drew Pearce,m
Bruce Surtees,m
Bruce Alan Miller,m
Sigurjón Sighvatsson,m
Richard Guay,m
Thom Eberhardt,m
Alan Silvestri,m
Peter Schink,m
Gene Quintano,m
Ann Roth,f
Jackie Burch,f
François Ozon,m
Naomi Shohan,f
John Huston,m
Nora Ephron,f
Thomas Newman,m
Johnny Klimek,m
Alessandro Camon,m
Scott H. Eddo,m
Marc Boyman,m
Alfred Junge,m
Frank Miller,m
James W. Sullivan,m
Patricia Field,f
Oana Draghici,f
Mike Fenton,m
Ina Mayhew,f
Andrew Baseman,m
Frank von Zerneck,m
Rolfe Kent,m
Robert Rodriguez,m
Billy Weber,m
Iggy Pop,m
Joel Simon,m
Keith Merryman,m
Mark Gill,m
Dan Aykroyd,m
Donald Graham Burt,m
Alex Kendrick,m
Mark Johnson,m
Stan Lee,m
Leo Trombetta,m
Avy Kaufman,f
Adrian Biddle,m
Shawn Maurer,m
John Daly,m
David Giler,m
Thunder Levin,m
James G. Robinson,m
Hervé de Luze,m
Albert R. Broccoli,m
Adam Wingard,m
Harvey Weinstein,m
Marvin Paige,m
Chris Menges,m
Joanna Johnston,f
Steven Soderbergh,m
Harvey Weinstein,m
Angela Demo,f
Stuart Rose,m
Michael Winterbottom,m
Eugenio Zanetti,m
Todor Chapkanov,m
Guillermo del Toro,m
Gabriele Muccino,m
Laray Mayfield,f
Stephen Woolley,m
Vance Gerry,m
Ray Moyer,m
Kevin Elders,m
Dori Zuckerman,f
Lorenzo di Bonaventura,m
Will Ferrell,m
Craig Wood,m
Nicolas Gonda,m
Michael Kahn,m
Alan J. Pakula,m
Steve Conrad,m
Danny Elfman,m
Oliver Stapleton,m
Károly Nóti,m
Todd Hallowell,m
Albert Brenner,m
Enrique Chediak,m
Maxime Alexandre,m
Steve Martin,m
Leonard Rosenman,m
Jean-Paul Rappeneau,m
Martin Scorsese,m
Douglas Crise,m
Trudy Ramirez,f
Bob Brady,m
Reginald Hudlin,m
Jonathan Kaplan,m
Emmanuel Lubezki,m
Mindy Marin,f
Greg McLean,m
Clint Eastwood,m
Jeffrey Nachmanoff,m
Bertil Ohlsson,m
Josh McLaglen,m
Joe Medjuck,m
Alex Kavanagh,f
Susan Benjamin,f
Caroline Hewitt,f
Sidney Poitier,m
Oliver Stone,m
Alex Rodríguez,m
Wendy Chuck,f
Philippe Lacheau,m
O. Nicholas Brown,m
Devorah Herbert,f
Jeff McEvoy,m
John Lesher,m
Graham King,m
Jon Brion,m
Betsy Heimann,f
Suzanne Todd,f
Deidre Bowen,f
Richard Hoover,m
Wendy Ozols-Barnes,f
James Jones,m
George L. Little,m
Stephanie Hamilton,f
Robert M. Haas,m
Antonia Nava,f
Michael Berenbaum,m
Andrew Davies,m
Gabriel Beristain,m
David Cronenberg,m
Jane Feinberg,f
Steve Nicolaides,m
Steven Soderbergh,m
Ellen Mirojnick,f
Edward Zwick,m
Woody Allen,m
Elizabeth McBride,f
Matthew Libatique,m
Bonnie Timmermann,f
Monique Prudhomme,f
Steve Carell,m
Lawrence Kasdan,m
Scott Rudin,m
Mary Vernieu,f
Valeria Migliassi Collins,f
Anne Østerud,f
Kim Jee-woon,m
Jeremiah S. Chechik,m
Robert Mulligan,m
Wendy Partridge,f
John F. Seitz,m
Neal H. Moritz,m
Masahiro Hirakubo,m
Gloria D'Alessandro,f
Veit Heiduschka,m
Vince Vaughn,m
Chris Columbus,m
Jacques Tourneur,m
Hal Pereira,m
Sylvie Landra,f
Lucy Allwood,f
Eric Larson,m
Walt Disney,m
David Cronenberg,m
Jefferson Sage,m
Steve Miner,m
Günter Rohrbach,m
Ronna Kress,f
Angie Rubin,f
Julie Oppenheimer,f
Courtney Sheinin,f
Robert Smigel,m
Paul Haslinger,m
Nancy Meyers,f
Debra Neil-Fisher,f
Max L. Raab,m
Blake Edwards,m
Robert Priestley,m
John Hodge,m
Susan Downey,f
Gary Ross,m
David Rawlins,m
Philip H. Lathrop,m
Richard Donner,m
John Dunn,m
Christa Schamberger,f
Gilbert Adler,m
Ryan Kavanaugh,m
J.E. Beaucaire,m
Arnold Kopelson,m
Chris Kentis,m
Marty Hornstein,m
Sidney Beckerman,m
Michael Ohoven,m
Stephen Sommers,m
Thomas E. Sanders,m
Irene Mecchi,f
Sandra Adair,f
Kenneth Kokin,m
Peter Jackson,m
Michael Paseornek,m
Howard Deutch,m
Ed Guiney,m
Carla Hool,f
Anne Fletcher,f
Edwin B. Willis,m
Jason Moore,m
Paul Rubell,m
Mark Gatiss,m
Craig Mazin,m
David Hayter,m
Shim Hyung-Rae,m
John Dunn,m
Mark Helfrich,m
Phillip J. Roth,m
Kathleen Kennedy,f
Sonia Peng,f
Frank Griffin,m
Klaus Badelt,m
Wendell Mayes,m
Gregory Nicotero,m
Nicolas Roeg,m
Antxón Gómez,m
Morten Tyldum,m
Matthew F. Leonetti,m
Steven Spielberg,m
Lisa Linder,f
Christopher Figg,m
John R. Leonetti,m
Eugenio Caballero,m
Andrea Kenyon,f
Sheila Jaffe,f
Alex Kurtzman,m
Mark W. Mansbridge,m
Gordon Carroll,m
Steven Spielberg,m
James Gray,m
Norman Wallerstein,m
Allan Starski,m
Jean-Jacques Annaud,m
Jon Turteltaub,m
Katherine Dover,f
Gene Gutowski,m
Simon Boswell,m
H.P. Lovecraft,m
Gérard Oury,m
George Lucas,m
Stephen Marsh,m
Robin Clarke,m
